DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202309;2;AC;49906;BB;142;1421991,10
202309;2;AC;10045;BRADESCO;17;94097,52
202309;2;AC;49944;BTG PACTUAL;7;37788,79
202309;2;AC;51626;CAIXA ECONÔMICA FEDERAL;82;247430,66
202309;2;AC;51884;INTER;4;12306,86
202309;2;AC;10069;ITAU;148;327784,69
202309;2;AC;30379;SANTANDER;232;1025040,23
202309;2;AC;51011;VOTORANTIM;17;64294,81
202309;2;AL;49906;BB;366;1915287,58
202309;2;AL;13009717;BCO DO EST. DE SE S.A.;1;3362,67
202309;2;AL;10045;BRADESCO;106;504918,94
202309;2;AL;49944;BTG PACTUAL;21;132834,28
202309;2;AL;51626;CAIXA ECONÔMICA FEDERAL;313;693114,53
202309;2;AL;51884;INTER;34;131191,36
202309;2;AL;10069;ITAU;1374;2988789,99
202309;2;AL;30379;SANTANDER;1260;4877628,90
202309;2;AL;51011;VOTORANTIM;47;148416,15
202309;2;AM;49906;BB;314;2570440,44
202309;2;AM;10045;BRADESCO;369;2476907,16
202309;2;AM;49944;BTG PACTUAL;21;153686,00
202309;2;AM;51626;CAIXA ECONÔMICA FEDERAL;219;437871,38
202309;2;AM;51884;INTER;23;75962,24
202309;2;AM;10069;ITAU;1314;3176353,70
202309;2;AM;30379;SANTANDER;2044;8604597,83
202309;2;AM;51011;VOTORANTIM;64;614949,27
202309;2;AP;49906;BB;225;2115839,66
202309;2;AP;10045;BRADESCO;19;188133,01
202309;2;AP;49944;BTG PACTUAL;6;34749,99
202309;2;AP;51626;CAIXA ECONÔMICA FEDERAL;64;148091,84
202309;2;AP;51884;INTER;14;48998,53
202309;2;AP;10069;ITAU;203;482458,20
202309;2;AP;30379;SANTANDER;410;1470881,45
202309;2;AP;51011;VOTORANTIM;11;59548,56
202309;2;BA;49906;BB;1547;11421225,79
202309;2;BA;10045;BRADESCO;692;3738212,77
202309;2;BA;49944;BTG PACTUAL;76;357937,08
202309;2;BA;51626;CAIXA ECONÔMICA FEDERAL;1208;2083084,51
202309;2;BA;51884;INTER;130;567306,81
202309;2;BA;10069;ITAU;6854;15261993,53
202309;2;BA;30379;SANTANDER;8194;29534058,13
202309;2;BA;51011;VOTORANTIM;191;1266416,90
202309;2;CE;49906;BB;975;7036735,56
202309;2;CE;10045;BRADESCO;431;3002324,57
202309;2;CE;49944;BTG PACTUAL;41;175565,65
202309;2;CE;51626;CAIXA ECONÔMICA FEDERAL;710;1276660,21
202309;2;CE;51884;INTER;75;369950,98
202309;2;CE;10069;ITAU;4031;8993950,05
202309;2;CE;30379;SANTANDER;4275;17114621,43
202309;2;CE;51011;VOTORANTIM;158;793590,44
202309;2;DF;49906;BB;402;4293664,24
202309;2;DF;10045;BRADESCO;165;896312,20
202309;2;DF;49944;BTG PACTUAL;36;224265,34
202309;2;DF;51626;CAIXA ECONÔMICA FEDERAL;438;1022097,39
202309;2;DF;51884;INTER;57;353891,91
202309;2;DF;10069;ITAU;2245;6201974,21
202309;2;DF;30379;SANTANDER;2527;14338627,35
202309;2;DF;51011;VOTORANTIM;75;442155,81
202309;2;ES;49906;BB;290;1963787,17
202309;2;ES;10045;BRADESCO;153;1077535,70
202309;2;ES;49944;BTG PACTUAL;15;42593,50
202309;2;ES;51626;CAIXA ECONÔMICA FEDERAL;362;704697,34
202309;2;ES;51884;INTER;55;243459,04
202309;2;ES;10069;ITAU;1500;3533464,29
202309;2;ES;30379;SANTANDER;2054;8620133,12
202309;2;ES;51011;VOTORANTIM;94;562177,05
202309;2;GO;49906;BB;651;4504903,25
202309;2;GO;10045;BRADESCO;325;2090434,13
202309;2;GO;49944;BTG PACTUAL;41;232025,64
202309;2;GO;51626;CAIXA ECONÔMICA FEDERAL;1057;2107102,50
202309;2;GO;51884;INTER;72;333980,08
202309;2;GO;10069;ITAU;3947;9514032,93
202309;2;GO;30379;SANTANDER;3695;15471487,28
202309;2;GO;51011;VOTORANTIM;169;1140167,26
202309;2;MA;49906;BB;1095;7656603,96
202309;2;MA;10045;BRADESCO;244;1225995,91
202309;2;MA;49944;BTG PACTUAL;25;215612,95
202309;2;MA;51626;CAIXA ECONÔMICA FEDERAL;332;548841,04
202309;2;MA;51884;INTER;28;122828,61
202309;2;MA;10069;ITAU;1435;3128810,90
202309;2;MA;30379;SANTANDER;1938;7462743,90
202309;2;MA;51011;VOTORANTIM;79;690008,96
202309;2;MG;49906;BB;1790;15773677,22
202309;2;MG;10045;BRADESCO;789;4458719,46
202309;2;MG;49944;BTG PACTUAL;107;679022,67
202309;2;MG;51626;CAIXA ECONÔMICA FEDERAL;1922;3212875,89
202309;2;MG;51884;INTER;337;1385988,33
202309;2;MG;10069;ITAU;11058;25718594,46
202309;2;MG;30379;SANTANDER;11064;47265965,08
202309;2;MG;51011;VOTORANTIM;550;2955191,21
202309;2;MS;49906;BB;480;3620785,45
202309;2;MS;10045;BRADESCO;252;1919594,43
202309;2;MS;49944;BTG PACTUAL;16;105489,09
202309;2;MS;51626;CAIXA ECONÔMICA FEDERAL;301;528809,60
202309;2;MS;51884;INTER;21;145094,22
202309;2;MS;10069;ITAU;996;2474581,20
202309;2;MS;30379;SANTANDER;1796;8284269,00
202309;2;MS;51011;VOTORANTIM;150;1064035,44
202309;2;MT;49906;BB;533;4248889,03
202309;2;MT;10045;BRADESCO;198;1438372,77
202309;2;MT;49944;BTG PACTUAL;16;150234,67
202309;2;MT;51626;CAIXA ECONÔMICA FEDERAL;320;598087,41
202309;2;MT;51884;INTER;39;229059,22
202309;2;MT;10069;ITAU;1065;2637745,18
202309;2;MT;30379;SANTANDER;1517;8007886,41
202309;2;MT;51011;VOTORANTIM;117;841051,37
202309;2;PA;49906;BB;861;5846303,87
202309;2;PA;10045;BRADESCO;353;2274366,28
202309;2;PA;49944;BTG PACTUAL;38;331040,03
202309;2;PA;51626;CAIXA ECONÔMICA FEDERAL;541;886020,23
202309;2;PA;51884;INTER;53;165107,94
202309;2;PA;10069;ITAU;2236;4969323,52
202309;2;PA;30379;SANTANDER;2894;10766375,96
202309;2;PA;51011;VOTORANTIM;104;948571,14
202309;2;PB;49906;BB;498;3257173,64
202309;2;PB;10045;BRADESCO;189;942853,87
202309;2;PB;49944;BTG PACTUAL;27;64130,27
202309;2;PB;51626;CAIXA ECONÔMICA FEDERAL;309;575638,60
202309;2;PB;51884;INTER;32;103839,54
202309;2;PB;10069;ITAU;2104;5205231,51
202309;2;PB;30379;SANTANDER;1991;7823612,17
202309;2;PB;51011;VOTORANTIM;96;548855,69
202309;2;PE;49906;BB;784;4860974,76
202309;2;PE;10045;BRADESCO;482;3335181,89
202309;2;PE;49944;BTG PACTUAL;65;260209,44
202309;2;PE;51626;CAIXA ECONÔMICA FEDERAL;625;956232,00
202309;2;PE;51884;INTER;79;360937,79
202309;2;PE;10069;ITAU;5324;12155692,29
202309;2;PE;30379;SANTANDER;5609;23321350,05
202309;2;PE;51011;VOTORANTIM;133;744659,89
202309;2;PI;49906;BB;631;4131441,93
202309;2;PI;10045;BRADESCO;96;449874,97
202309;2;PI;49944;BTG PACTUAL;25;59721,69
202309;2;PI;51626;CAIXA ECONÔMICA FEDERAL;362;685346,60
202309;2;PI;51884;INTER;26;98649,74
202309;2;PI;10069;ITAU;1011;2004770,81
202309;2;PI;30379;SANTANDER;1086;4333180,75
202309;2;PI;51011;VOTORANTIM;55;330660,19
202309;2;PR;49906;BB;746;5302897,23
202309;2;PR;10045;BRADESCO;613;3723346,52
202309;2;PR;49944;BTG PACTUAL;79;662399,82
202309;2;PR;51626;CAIXA ECONÔMICA FEDERAL;1800;3980794,24
202309;2;PR;51884;INTER;105;482557,08
202309;2;PR;10069;ITAU;6872;18317374,47
202309;2;PR;30379;SANTANDER;6827;30130222,41
202309;2;PR;51011;VOTORANTIM;470;3108823,08
202309;2;RJ;49906;BB;1011;7943035,46
202309;2;RJ;13009717;BCO DO EST. DE SE S.A.;1;6162,61
202309;2;RJ;10045;BRADESCO;1403;9479765,24
202309;2;RJ;49944;BTG PACTUAL;148;894631,56
202309;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;1446;2612153,72
202309;2;RJ;51884;INTER;157;829127,13
202309;2;RJ;10069;ITAU;18255;43108490,38
202309;2;RJ;30379;SANTANDER;19837;89826566,87
202309;2;RJ;51011;VOTORANTIM;525;3523818,03
202309;2;RN;49906;BB;602;4599890,02
202309;2;RN;10045;BRADESCO;112;592265,74
202309;2;RN;49944;BTG PACTUAL;14;60528,93
202309;2;RN;51626;CAIXA ECONÔMICA FEDERAL;288;633049,22
202309;2;RN;51884;INTER;44;163417,38
202309;2;RN;10069;ITAU;1735;3814295,99
202309;2;RN;30379;SANTANDER;1764;7344517,43
202309;2;RN;51011;VOTORANTIM;90;441534,50
202309;2;RO;49906;BB;253;3005176,21
202309;2;RO;10045;BRADESCO;54;307511,97
202309;2;RO;49944;BTG PACTUAL;9;25349,27
202309;2;RO;51626;CAIXA ECONÔMICA FEDERAL;195;364995,24
202309;2;RO;51884;INTER;16;83554,36
202309;2;RO;10069;ITAU;342;880191,37
202309;2;RO;30379;SANTANDER;550;2853669,35
202309;2;RO;51011;VOTORANTIM;43;365271,17
202309;2;RR;49906;BB;136;1144900,35
202309;2;RR;10045;BRADESCO;15;128990,25
202309;2;RR;49944;BTG PACTUAL;4;13661,74
202309;2;RR;51626;CAIXA ECONÔMICA FEDERAL;56;147379,20
202309;2;RR;51884;INTER;5;44723,51
202309;2;RR;10069;ITAU;223;444332,33
202309;2;RR;30379;SANTANDER;309;822424,59
202309;2;RR;51011;VOTORANTIM;12;102659,76
202309;2;RS;49906;BB;693;4573961,84
202309;2;RS;10045;BRADESCO;283;1730630,20
202309;2;RS;49944;BTG PACTUAL;76;488761,39
202309;2;RS;51626;CAIXA ECONÔMICA FEDERAL;1746;3873009,44
202309;2;RS;51884;INTER;72;350049,84
202309;2;RS;10069;ITAU;4505;10077748,65
202309;2;RS;30379;SANTANDER;6274;25232073,25
202309;2;RS;51011;VOTORANTIM;313;1914804,19
202309;2;SC;49906;BB;688;5316047,77
202309;2;SC;10045;BRADESCO;287;2200841,89
202309;2;SC;49944;BTG PACTUAL;52;528870,38
202309;2;SC;51626;CAIXA ECONÔMICA FEDERAL;1108;2603545,03
202309;2;SC;51884;INTER;53;202429,74
202309;2;SC;10069;ITAU;3170;7979399,57
202309;2;SC;30379;SANTANDER;3411;15424356,44
202309;2;SC;51011;VOTORANTIM;351;2633172,78
202309;2;SE;49906;BB;236;1376166,54
202309;2;SE;13009717;BCO DO EST. DE SE S.A.;104;578089,76
202309;2;SE;10045;BRADESCO;56;219046,04
202309;2;SE;49944;BTG PACTUAL;9;34133,79
202309;2;SE;51626;CAIXA ECONÔMICA FEDERAL;221;318685,74
202309;2;SE;51884;INTER;11;80264,52
202309;2;SE;10069;ITAU;891;1929433,09
202309;2;SE;30379;SANTANDER;899;3346953,55
202309;2;SE;51011;VOTORANTIM;41;137712,82
202309;2;SP;49906;BB;3423;24927759,43
202309;2;SP;13009717;BCO DO EST. DE SE S.A.;2;10144,96
202309;2;SP;10045;BRADESCO;4195;25481973,61
202309;2;SP;49944;BTG PACTUAL;485;3277894,91
202309;2;SP;51626;CAIXA ECONÔMICA FEDERAL;4422;8263765,51
202309;2;SP;51884;INTER;582;2921440,47
202309;2;SP;10069;ITAU;41558;107037590,99
202309;2;SP;30379;SANTANDER;46456;214653115,30
202309;2;SP;51011;VOTORANTIM;2147;12367654,67
202309;2;TO;49906;BB;265;2198585,17
202309;2;TO;10045;BRADESCO;78;664320,42
202309;2;TO;49944;BTG PACTUAL;6;36191,19
202309;2;TO;51626;CAIXA ECONÔMICA FEDERAL;138;281874,42
202309;2;TO;51884;INTER;14;74673,71
202309;2;TO;10069;ITAU;268;485488,43
202309;2;TO;30379;SANTANDER;396;1479049,68
202309;2;TO;51011;VOTORANTIM;32;177943,72
202310;1;AC;51750;BANCO SICOOB;1;434,02
202310;1;AC;49906;BB;58;34550,72
202310;1;AC;30290;BMG;39;30441,56
202310;1;AC;10045;BRADESCO;24;12782,17
202310;1;AC;49944;BTG PACTUAL;69;53683,91
202310;1;AC;52072;C6 BANK;7;3372,69
202310;1;AC;51626;CAIXA ECONÔMICA FEDERAL;57;41330,88
202310;1;AC;51884;INTER;174;126006,34
202310;1;AC;10069;ITAU;21;16203,59
202310;1;AC;52058;NUBANK;376;234921,18
202310;1;AC;30379;SANTANDER;40;25853,03
202310;1;AC;3632872;SICOOB CREDISUL;2;3118,90
202310;1;AC;51011;VOTORANTIM;3;2978,62
202310;1;AL;51750;BANCO SICOOB;2;2103,80
202310;1;AL;49906;BB;116;65633,94
202310;1;AL;30290;BMG;167;139118,38
202310;1;AL;10045;BRADESCO;124;90833,95
202310;1;AL;49944;BTG PACTUAL;309;228539,52
202310;1;AL;52072;C6 BANK;36;18184,08
202310;1;AL;51626;CAIXA ECONÔMICA FEDERAL;190;110549,28
202310;1;AL;51884;INTER;732;543165,28
202310;1;AL;10069;ITAU;157;109738,70
202310;1;AL;52058;NUBANK;973;608595,61
202310;1;AL;30379;SANTANDER;117;82750,51
202310;1;AL;51011;VOTORANTIM;11;11360,30
202310;1;AM;51750;BANCO SICOOB;1;410,28
202310;1;AM;49906;BB;75;39346,04
202310;1;AM;30290;BMG;200;200870,94
202310;1;AM;10045;BRADESCO;420;304940,58
202310;1;AM;49944;BTG PACTUAL;438;343284,01
202310;1;AM;52072;C6 BANK;49;41053,90
202310;1;AM;51626;CAIXA ECONÔMICA FEDERAL;216;161086,88
202310;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1229,59
202310;1;AM;51884;INTER;953;766999,35
202310;1;AM;10069;ITAU;278;210883,41
202310;1;AM;52058;NUBANK;1675;1144080,43
202310;1;AM;30379;SANTANDER;253;171078,70
202310;1;AM;5203605;SICOOB AMAZÔNIA;1;242,13
202310;1;AM;51011;VOTORANTIM;12;6225,29
202310;1;AP;49906;BB;39;19722,71
202310;1;AP;30290;BMG;31;27290,25
202310;1;AP;10045;BRADESCO;26;20287,37
202310;1;AP;49944;BTG PACTUAL;62;49675,97
202310;1;AP;52072;C6 BANK;14;7507,43
202310;1;AP;51626;CAIXA ECONÔMICA FEDERAL;21;11829,33
202310;1;AP;51884;INTER;125;87398,93
202310;1;AP;10069;ITAU;30;18269,23
202310;1;AP;52058;NUBANK;254;143936,69
202310;1;AP;30379;SANTANDER;28;14383,61
202310;1;AP;51011;VOTORANTIM;1;1058,74
202310;1;BA;51750;BANCO SICOOB;5;2924,84
202310;1;BA;49906;BB;525;295244,95
202310;1;BA;30290;BMG;700;562560,38
202310;1;BA;10045;BRADESCO;939;610508,08
202310;1;BA;49944;BTG PACTUAL;1417;1083240,20
202310;1;BA;52072;C6 BANK;203;119599,71
202310;1;BA;51626;CAIXA ECONÔMICA FEDERAL;670;456821,77
202310;1;BA;4174720;CC SICOOB COOPEMAR;2;465,87
202310;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;496,42
202310;1;BA;2282165;CC SICOOB CREDICONQUISTA;1;973,13
202310;1;BA;2876918;CC SICOOB NORTE SUL;2;1241,14
202310;1;BA;51884;INTER;2895;2109233,20
202310;1;BA;10069;ITAU;730;552990,84
202310;1;BA;52058;NUBANK;4325;2699159,21
202310;1;BA;30379;SANTANDER;691;490255,69
202310;1;BA;73398646;SOC CC SICOOB COOPERE;4;3408,89
202310;1;BA;51011;VOTORANTIM;49;44426,28
202310;1;CE;51750;BANCO SICOOB;1;346,99
202310;1;CE;49906;BB;444;274287,52
202310;1;CE;30290;BMG;653;558297,70
202310;1;CE;10045;BRADESCO;946;677988,17
202310;1;CE;49944;BTG PACTUAL;1272;1010286,64
202310;1;CE;52072;C6 BANK;156;94601,05
202310;1;CE;51626;CAIXA ECONÔMICA FEDERAL;639;438757,90
202310;1;CE;51884;INTER;2883;2159012,51
202310;1;CE;10069;ITAU;548;417338,96
202310;1;CE;52058;NUBANK;4316;2842366,87
202310;1;CE;30379;SANTANDER;656;494994,64
202310;1;CE;51011;VOTORANTIM;50;42538,11
202310;1;DF;51750;BANCO SICOOB;8;3853,67
202310;1;DF;49906;BB;190;106728,73
202310;1;DF;30290;BMG;280;231959,25
202310;1;DF;10045;BRADESCO;153;100671,96
202310;1;DF;49944;BTG PACTUAL;481;368214,97
202310;1;DF;52072;C6 BANK;92;59124,40
202310;1;DF;51626;CAIXA ECONÔMICA FEDERAL;173;113962,66
202310;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;1;193,48
202310;1;DF;51884;INTER;1231;918709,40
202310;1;DF;10069;ITAU;257;199137,39
202310;1;DF;52058;NUBANK;1671;1076702,90
202310;1;DF;30379;SANTANDER;256;186819,78
202310;1;DF;51011;VOTORANTIM;8;9034,55
202310;1;ES;51750;BANCO SICOOB;25;24421,71
202310;1;ES;49906;BB;90;58601,76
202310;1;ES;30290;BMG;201;171602,21
202310;1;ES;10045;BRADESCO;135;92639,02
202310;1;ES;49944;BTG PACTUAL;360;280026,01
202310;1;ES;52072;C6 BANK;38;21979,84
202310;1;ES;51626;CAIXA ECONÔMICA FEDERAL;214;136556,77
202310;1;ES;51884;INTER;894;642459,43
202310;1;ES;10069;ITAU;219;157977,24
202310;1;ES;52058;NUBANK;1181;740221,33
202310;1;ES;30379;SANTANDER;235;186286,74
202310;1;ES;51011;VOTORANTIM;13;12074,08
202310;1;GO;51750;BANCO SICOOB;10;8290,70
202310;1;GO;49906;BB;136;78747,96
202310;1;GO;30290;BMG;333;274121,63
202310;1;GO;10045;BRADESCO;243;158829,97
202310;1;GO;49944;BTG PACTUAL;687;556645,20
202310;1;GO;52072;C6 BANK;91;61359,56
202310;1;GO;51626;CAIXA ECONÔMICA FEDERAL;313;181123,03
202310;1;GO;33579731;CCLA CENTRO-SUL GOIANO;2;1542,89
202310;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;1;610,26
202310;1;GO;51884;INTER;1371;1049051,09
202310;1;GO;10069;ITAU;432;305653,04
202310;1;GO;52058;NUBANK;2022;1240782,57
202310;1;GO;30379;SANTANDER;285;188286,07
202310;1;GO;51011;VOTORANTIM;18;14841,58
202310;1;MA;51750;BANCO SICOOB;2;967,11
202310;1;MA;49906;BB;285;140964,96
202310;1;MA;30290;BMG;219;178509,20
202310;1;MA;10045;BRADESCO;253;156522,79
202310;1;MA;49944;BTG PACTUAL;358;263140,49
202310;1;MA;52072;C6 BANK;56;33530,69
202310;1;MA;51626;CAIXA ECONÔMICA FEDERAL;213;145284,58
202310;1;MA;51884;INTER;879;626687,36
202310;1;MA;10069;ITAU;160;104007,74
202310;1;MA;52058;NUBANK;1634;986654,08
202310;1;MA;30379;SANTANDER;183;126607,95
202310;1;MA;51011;VOTORANTIM;10;8702,13
202310;1;MG;51750;BANCO SICOOB;55;48582,41
202310;1;MG;49906;BB;470;263963,59
202310;1;MG;30290;BMG;1549;1301301,79
202310;1;MG;10045;BRADESCO;858;591238,10
202310;1;MG;49944;BTG PACTUAL;1755;1391534,11
202310;1;MG;52072;C6 BANK;285;205307,89
202310;1;MG;51626;CAIXA ECONÔMICA FEDERAL;1048;682183,01
202310;1;MG;66398496;CC CREDIARA LTDA.;1;655,76
202310;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;1;235,04
202310;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;3;3120,36
202310;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;2;3108,08
202310;1;MG;51884;INTER;6144;4525528,46
202310;1;MG;10069;ITAU;1403;988464,19
202310;1;MG;52058;NUBANK;5377;3537759,98
202310;1;MG;30379;SANTANDER;967;661723,32
202310;1;MG;51011;VOTORANTIM;55;38445,07
202310;1;MS;51750;BANCO SICOOB;10;6140,77
202310;1;MS;49906;BB;160;100513,90
202310;1;MS;30290;BMG;260;229120,44
202310;1;MS;10045;BRADESCO;351;262279,78
202310;1;MS;49944;BTG PACTUAL;495;410376,92
202310;1;MS;52072;C6 BANK;73;53060,60
202310;1;MS;51626;CAIXA ECONÔMICA FEDERAL;277;198718,31
202310;1;MS;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;920,68
202310;1;MS;51884;INTER;857;650991,27
202310;1;MS;10069;ITAU;172;123288,02
202310;1;MS;52058;NUBANK;1651;1137121,84
202310;1;MS;30379;SANTANDER;245;180292,06
202310;1;MS;51011;VOTORANTIM;21;18831,57
202310;1;MT;51750;BANCO SICOOB;8;10952,23
202310;1;MT;49906;BB;143;97874,76
202310;1;MT;30290;BMG;180;143729,77
202310;1;MT;10045;BRADESCO;169;141274,61
202310;1;MT;49944;BTG PACTUAL;372;327594,33
202310;1;MT;52072;C6 BANK;58;46879,54
202310;1;MT;51626;CAIXA ECONÔMICA FEDERAL;110;96357,02
202310;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;2692,01
202310;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;2042,25
202310;1;MT;51884;INTER;629;534111,39
202310;1;MT;10069;ITAU;140;108312,82
202310;1;MT;52058;NUBANK;1106;798447,92
202310;1;MT;30379;SANTANDER;127;98112,16
202310;1;MT;3632872;SICOOB CREDISUL;1;760,85
202310;1;MT;51011;VOTORANTIM;28;25947,39
202310;1;PA;51750;BANCO SICOOB;2;4210,09
202310;1;PA;49906;BB;219;110186,78
202310;1;PA;30290;BMG;286;218558,63
202310;1;PA;10045;BRADESCO;316;210619,05
202310;1;PA;49944;BTG PACTUAL;602;434480,53
202310;1;PA;52072;C6 BANK;79;49615,25
202310;1;PA;51626;CAIXA ECONÔMICA FEDERAL;277;155280,20
202310;1;PA;51884;INTER;1437;1004288,84
202310;1;PA;10069;ITAU;305;218848,93
202310;1;PA;52058;NUBANK;2374;1399075,27
202310;1;PA;30379;SANTANDER;321;197372,99
202310;1;PA;51011;VOTORANTIM;28;19796,07
202310;1;PB;49906;BB;173;99973,26
202310;1;PB;30290;BMG;270;228484,96
202310;1;PB;10045;BRADESCO;321;222604,49
202310;1;PB;49944;BTG PACTUAL;473;370910,31
202310;1;PB;52072;C6 BANK;41;31662,77
202310;1;PB;51626;CAIXA ECONÔMICA FEDERAL;249;159900,04
202310;1;PB;51884;INTER;969;762149,34
202310;1;PB;10069;ITAU;168;121015,48
202310;1;PB;52058;NUBANK;1441;933030,50
202310;1;PB;30379;SANTANDER;181;134705,52
202310;1;PB;51011;VOTORANTIM;15;9506,94
202310;1;PE;51750;BANCO SICOOB;4;4430,54
202310;1;PE;49906;BB;330;200720,97
202310;1;PE;30290;BMG;555;447599,00
202310;1;PE;10045;BRADESCO;648;442016,67
202310;1;PE;49944;BTG PACTUAL;922;685122,74
202310;1;PE;52072;C6 BANK;124;82821,40
202310;1;PE;51626;CAIXA ECONÔMICA FEDERAL;561;374259,99
202310;1;PE;4174720;CC SICOOB COOPEMAR;1;2256,10
202310;1;PE;51884;INTER;2107;1500195,58
202310;1;PE;10069;ITAU;607;433149,93
202310;1;PE;52058;NUBANK;3078;2013271,29
202310;1;PE;30379;SANTANDER;578;387794,83
202310;1;PE;51011;VOTORANTIM;27;23210,51
202310;1;PI;51750;BANCO SICOOB;2;685,98
202310;1;PI;49906;BB;249;158321,83
202310;1;PI;30290;BMG;187;155370,12
202310;1;PI;10045;BRADESCO;171;138401,39
202310;1;PI;49944;BTG PACTUAL;341;271689,95
202310;1;PI;52072;C6 BANK;50;37737,86
202310;1;PI;51626;CAIXA ECONÔMICA FEDERAL;207;178389,53
202310;1;PI;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;1039,09
202310;1;PI;51884;INTER;748;624468,95
202310;1;PI;10069;ITAU;114;75159,02
202310;1;PI;52058;NUBANK;1365;1019366,77
202310;1;PI;30379;SANTANDER;124;99929,66
202310;1;PI;51011;VOTORANTIM;12;7359,87
202310;1;PR;51750;BANCO SICOOB;25;15174,91
202310;1;PR;49906;BB;201;122931,31
202310;1;PR;30290;BMG;510;418344,49
202310;1;PR;10045;BRADESCO;490;311953,87
202310;1;PR;49944;BTG PACTUAL;1051;823470,65
202310;1;PR;52072;C6 BANK;224;138097,33
202310;1;PR;51626;CAIXA ECONÔMICA FEDERAL;452;295887,31
202310;1;PR;2466552;CC SICOOB VALE SUL;5;5849,06
202310;1;PR;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;678,62
202310;1;PR;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;1;514,63
202310;1;PR;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;880,99
202310;1;PR;78862083;COOP NOVOS CAMPOS;1;1011,52
202310;1;PR;51884;INTER;1878;1429737,78
202310;1;PR;10069;ITAU;749;519435,93
202310;1;PR;52058;NUBANK;3102;2009171,88
202310;1;PR;30379;SANTANDER;472;308887,63
202310;1;PR;3632872;SICOOB CREDISUL;1;384,35
202310;1;PR;51011;VOTORANTIM;23;20431,05
202310;1;RJ;51750;BANCO SICOOB;16;12502,81
202310;1;RJ;49906;BB;475;256617,51
202310;1;RJ;30290;BMG;1299;1004508,94
202310;1;RJ;10045;BRADESCO;1734;1135487,32
202310;1;RJ;49944;BTG PACTUAL;2590;1937144,03
202310;1;RJ;52072;C6 BANK;589;383349,11
202310;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;1258;796557,90
202310;1;RJ;51884;INTER;5440;3908049,15
202310;1;RJ;10069;ITAU;3234;2110611,13
202310;1;RJ;52058;NUBANK;9285;5599647,87
202310;1;RJ;30379;SANTANDER;2203;1436204,36
202310;1;RJ;51011;VOTORANTIM;78;59702,48
202310;1;RN;51750;BANCO SICOOB;1;532,19
202310;1;RN;49906;BB;206;119734,39
202310;1;RN;30290;BMG;209;178265,17
202310;1;RN;10045;BRADESCO;197;137654,68
202310;1;RN;49944;BTG PACTUAL;397;282158,72
202310;1;RN;52072;C6 BANK;58;37120,79
202310;1;RN;51626;CAIXA ECONÔMICA FEDERAL;180;125687,64
202310;1;RN;51884;INTER;836;627595,56
202310;1;RN;10069;ITAU;147;105843,43
202310;1;RN;52058;NUBANK;1218;810863,27
202310;1;RN;30379;SANTANDER;152;107229,16
202310;1;RN;51011;VOTORANTIM;16;13220,52
202310;1;RO;51750;BANCO SICOOB;5;5749,39
202310;1;RO;49906;BB;99;61116,25
202310;1;RO;30290;BMG;102;87788,19
202310;1;RO;10045;BRADESCO;114;89919,70
202310;1;RO;49944;BTG PACTUAL;219;199625,40
202310;1;RO;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;9;8377,64
202310;1;RO;52072;C6 BANK;28;14157,15
202310;1;RO;51626;CAIXA ECONÔMICA FEDERAL;97;67721,58
202310;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;1;278,39
202310;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;38;49864,69
202310;1;RO;51884;INTER;408;355560,18
202310;1;RO;10069;ITAU;80;59319,86
202310;1;RO;52058;NUBANK;956;690399,32
202310;1;RO;30379;SANTANDER;105;83853,42
202310;1;RO;5203605;SICOOB AMAZÔNIA;1;603,07
202310;1;RO;3632872;SICOOB CREDISUL;10;9202,29
202310;1;RO;51011;VOTORANTIM;11;9937,55
202310;1;RR;49906;BB;28;13046,63
202310;1;RR;30290;BMG;24;17319,21
202310;1;RR;10045;BRADESCO;8;5322,03
202310;1;RR;49944;BTG PACTUAL;41;28176,46
202310;1;RR;52072;C6 BANK;7;6225,41
202310;1;RR;51626;CAIXA ECONÔMICA FEDERAL;25;17001,73
202310;1;RR;51884;INTER;102;75465,39
